Composition,Sample A,Sample B,a_stoich_json,b_stoich_json,Thermal Conductivity (W/m/K),Ionic Radius A (Å),Ionic Radius B (Å),rA/rB (Å),compound_type,data_source,ROM_Lattice_Parameter,ROM_Lattice_Distortion,ROM_Ionic_Radius_A,ROM_Ionic_Radius_B,ROM_Radius_Ratio_rA_rB,ROM_Electronegativity_A,ROM_Electronegativity_B,ROM_Electronegativity_Diff,ROM_Lattice_Distortion_A,ROM_Lattice_Distortion_B,ROM_Bulk_Modulus_GPa,ROM_Shear_Modulus_GPa,ROM_Youngs_Modulus_GPa,ROM_Poisson_Ratio,ROM_Thermal_Conductivity_W_mK,ROM_Vickers_Hardness,ROM_Fracture_Toughness,ROM_Thermal_Diffusivity,ROM_Pyrochlore_Stable
(La0.3333Pr0.3333Sm0.3333)2(Ce0.3333Eu0.3333Hf0.3333)2O7,"La,Pr,Sm","Ce,Eu,Hf","{""La"": 0.3333333333333333, ""Pr"": 0.3333333333333333, ""Sm"": 0.3333333333333333}","{""Hf"": 0.3333333333333333, ""Ce"": 0.3333333333333333, ""Eu"": 0.3333333333333333}",1.24,1.115,0.71,1.57,high_entropy,literature_extraction,10.502942563569938,0.0383643178358988,,,,1.168063462757283,1.423155737704918,0.2552889962591108,0.15469229489841718,0.15469229489841718,173.2431976280548,92.10775265821604,234.2770592450218,0.27586005909952177,2.984945925604795,10.691559805666465,1.2923060965923907,0.8627201691048226,
(Dy0.2Er0.2Gd0.2Sm0.2Yb0.2)2Ti2O7,"Dy,Er,Gd,Sm,Yb",Ti,"{""Sm"": 0.2, ""Yb"": 0.2, ""Gd"": 0.2, ""Er"": 0.2, ""Dy"": 0.2}","{""Ti"": 1.0}",1.55,1.0303,0.605,1.7027355371900827,high_entropy,literature_extraction,10.164275,0.026627575503417766,1.0306,0.605,1.7034710743801653,1.188,1.5400000000000003,0.35200000000000004,0.2045359482493485,0.2045359482493485,186.78566666666666,100.7304,262.1873333333333,0.27330805555555554,2.8234468333333327,11.1194,1.2320000000000002,0.9083333333333334,True
(Gd0.25La0.25Nd0.25Pr0.25)2(Ce0.5Hf0.5)2O7,"Gd,La,Nd,Pr","Ce,Hf","{""La"": 0.25, ""Pr"": 0.25, ""Nd"": 0.25, ""Gd"": 0.25}","{""Hf"": 0.5, ""Ce"": 0.5}",1.48,1.118,0.71,1.575,high_entropy,literature_extraction,10.502942563569938,0.0383643178358988,,,,1.168063462757283,1.423155737704918,0.2552889962591108,0.15469229489841718,0.15469229489841718,173.2431976280548,92.10775265821604,234.2770592450218,0.27586005909952177,2.984945925604795,10.691559805666465,1.2923060965923907,0.8627201691048226,
Gd2(Ti0.5Zr0.5)2O7,Gd,"Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.5, ""Zr"": 0.5}",2.24,1.053,0.6625,1.589433962264151,high_entropy,literature_extraction,10.400044375,0.031955512689819644,1.053,0.6625,1.589433962264151,1.2,1.435,0.2350000000000001,0.12389953296518419,0.12389953296518419,179.656,88.6306,229.33524999999997,0.28816783333333335,3.5512504166666665,10.981,1.3185,0.8133333333333334,True
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",0.102,1.1223,0.72,1.55875,high_entropy,literature_extraction,10.730540560344826,0.030627871805844423,1.1223,0.72,1.55875,1.142,1.33,0.18800000000000006,0.10220269517453118,0.10220269517453118,166.75899999999996,87.3323,210.04216666666667,0.2777383333333333,2.4351826666666665,10.811428571428573,1.2257142857142858,0.7925,True
(Gd0.2La0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Gd,La,Nd,Sm,Yb",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Yb"": 0.2}","{""Zr"": 1.0}",0.045,1.1223,0.72,1.55875,high_entropy,literature_extraction,10.730540560344826,0.030627871805844423,1.1223,0.72,1.55875,1.142,1.33,0.18800000000000006,0.10220269517453118,0.10220269517453118,166.75899999999996,87.3323,210.04216666666667,0.2777383333333333,2.4351826666666665,10.811428571428573,1.2257142857142858,0.7925,True
(Ce0.15Eu0.15Nd0.4Sm0.15Yb0.15)2Zr2O7,"Ce,Eu,Nd,Sm,Yb",Zr,"{""Nd"": 0.4, ""Sm"": 0.15, ""Yb"": 0.15, ""Ce"": 0.15, ""Eu"": 0.15}","{""Zr"": 1.0}",1.74,1.0845500000000001,0.72,1.5063194444444448,high_entropy,literature_extraction,10.794310408163264,0.013596883361890357,1.0845500000000001,0.72,1.5063194444444448,1.1445,1.33,0.1855000000000001,0.06512869379981989,0.06512869379981989,172.4,99.20000000000002,205.04545454545453,0.26,2.1294117647058823,11.396363636363636,1.137272727272727,0.7254545454545455,True
(Ce0.15Eu0.15Nd0.4Sm0.15Yb0.15)2Zr2O7,"Ce,Eu,Nd,Sm,Yb",Zr,"{""Nd"": 0.4, ""Sm"": 0.15, ""Yb"": 0.15, ""Ce"": 0.15, ""Eu"": 0.15}","{""Zr"": 1.0}",1.6,1.0845500000000001,0.72,1.5063194444444448,high_entropy,literature_extraction,10.794310408163264,0.013596883361890357,1.0845500000000001,0.72,1.5063194444444448,1.1445,1.33,0.1855000000000001,0.06512869379981989,0.06512869379981989,172.4,99.20000000000002,205.04545454545453,0.26,2.1294117647058823,11.396363636363636,1.137272727272727,0.7254545454545455,True
(Gd0.2La0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.2, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2}","{""Zr"": 1.0}",0.044,1.1291,0.72,1.5681944444444444,high_entropy,literature_extraction,10.69915542025862,0.04245140510572209,1.1291,0.72,1.5681944444444444,1.166,1.33,0.1640000000000001,0.10888092588573728,0.10888092588573728,165.247,87.13830000000002,212.06313333333335,0.2762275,2.956315666666667,10.388571428571426,1.124285714285714,0.8366666666666666,True
(Ce0.04Gd0.2La0.16Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.16, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.04}","{""Zr"": 1.0}",0.047,1.1194,0.7200000000000001,1.554722222222222,high_entropy,literature_extraction,10.700809952278325,0.059678921785612855,1.1194,0.7200000000000001,1.554722222222222,1.1667999999999998,1.33,0.1632000000000001,0.09935462619475155,0.09935462619475155,165.75005263157894,87.41584736842107,212.09931944444446,0.27622378947368426,2.970330866666667,10.493061224489797,1.1172448979591836,0.8235714285714286,True
(Ce0.08Gd0.2La0.12Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.12, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.08}","{""Zr"": 1.0}",0.052,1.1097000000000001,0.7200000000000001,1.54125,high_entropy,literature_extraction,10.702464484298032,0.05951510225514163,1.1097000000000001,0.7200000000000001,1.54125,1.1676,1.3300000000000003,0.16240000000000016,0.08982832650376626,0.08982832650376626,166.309,87.72423333333334,212.13865217391307,0.2762196666666667,2.984346066666667,10.613626373626376,1.1091208791208793,0.8084615384615385,True
(Ce0.12Gd0.2La0.08Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.08, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.12}","{""Zr"": 1.0}",0.051,1.0999999999999999,0.7200000000000001,1.5277777777777775,high_entropy,literature_extraction,10.704119016317733,0.05935133336772866,1.0999999999999999,0.7200000000000001,1.5277777777777775,1.1684,1.33,0.1616000000000001,0.08030202681278054,0.08030202681278054,166.93370588235294,88.0689,212.18156060606057,0.2762150588235294,2.9983612666666666,10.754285714285716,1.0996428571428571,0.7908333333333334,True
(Ce0.16Gd0.2La0.04Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,La,Nd,Sm,Y",Zr,"{""La"": 0.04, ""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.16}","{""Zr"": 1.0}",0.057,1.0903,0.72,1.5143055555555556,high_entropy,literature_extraction,10.705773548337437,0.059187615099893225,1.0903,0.72,1.5143055555555556,1.1692,1.33,0.16080000000000008,0.0707757271217957,0.0707757271217957,167.63649999999996,88.45664999999998,212.22855555555554,0.276209875,3.012376466666667,10.92051948051948,1.0884415584415583,0.7699999999999999,True
(Ce0.2Gd0.2Nd0.2Sm0.2Y0.2)2Zr2O7,"Ce,Gd,Nd,Sm,Y",Zr,"{""Y"": 0.2, ""Gd"": 0.2, ""Sm"": 0.2, ""Nd"": 0.2, ""Ce"": 0.2}","{""Zr"": 1.0}",0.056,1.0806,0.72,1.5008333333333335,high_entropy,literature_extraction,10.707428080357143,0.04550904454100401,1.0806,0.72,1.5008333333333335,1.17,1.33,0.1600000000000001,0.06124942743081019,0.06124942743081019,168.433,88.8961,212.28025000000002,0.27620399999999995,3.0263916666666666,11.120000000000001,1.075,0.7450000000000001,True
(Er0.2Gd0.2La0.2Y0.2Yb0.2)2(Ti0.5Zr0.5)2O7,"Er,Gd,La,Y,Yb","Ti,Zr","{""La"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Er"": 0.2}","{""Zr"": 0.5, ""Ti"": 0.5}",1.2,1.0672500000000003,0.6625000000000001,1.6109433962264152,high_entropy,literature_extraction,10.415642918462643,0.1859760390723652,1.0672500000000003,0.6625000000000001,1.6109433962264152,1.1720000000000004,1.4350000000000003,0.2630000000000001,0.1391089995793855,0.1391089995793855,173.51757142857147,90.95548571428573,235.45909523809527,0.2778778095238096,3.233350583333334,11.158464285714286,1.3414761904761905,0.8016666666666667,True
La2(Hf0.5Zr0.5)2O7,La,"Hf,Zr","{""La"": 1.0}","{""Hf"": 0.5, ""Zr"": 0.5}",2.29,1.2727499999999998,0.715,1.7000349650349649,high_entropy,literature_extraction,10.83163146551724,0.0037864038455375495,1.2727499999999998,0.715,1.7800699300699299,1.1,1.315,0.21499999999999997,0.25869951853871087,0.25869951853871087,160.33350000000002,85.76065,219.4563333333333,0.27312400000000003,3.955945,9.367857142857144,1.7464285714285714,1.02,False
Gd2(Hf0.25Sn0.25Ti0.25Zr0.25)2O7,Gd,"Hf,Sn,Ti,Zr","{""Gd"": 1.0}","{""Ti"": 0.25, ""Hf"": 0.25, ""Zr"": 0.25, ""Sn"": 0.25}",1.58,1.053,0.68125,1.5478440366972477,high_entropy,literature_extraction,10.4806596875,0.04709335001008255,1.053,0.68125,1.5456880733944953,1.2,1.5325,0.3325000000000001,0.09296651829641744,0.09296651829641744,174.1935,89.753275,230.21075000000002,0.27961616666666667,3.7487427083333333,9.687333333333333,1.3185,0.8133333333333334,True
(Gd0.5Sm0.5)2(Hf0.3333Ti0.3333Zr0.3333)2O7,"Gd,Sm","Hf,Ti,Zr","{""Sm"": 0.5, ""Gd"": 0.5}","{""Ti"": 0.3333333333333333, ""Hf"": 0.3333333333333333, ""Zr"": 0.3333333333333333}",1.47,1.066,0.6783333333333333,1.570749385749386,high_entropy,literature_extraction,10.428447750000002,0.0753746884333766,1.066,0.6783333333333333,1.5714987714987716,1.185,1.3900000000000003,0.20500000000000015,0.11121743795311012,0.11121743795311012,175.98899999999998,90.35795,229.04512499999998,0.28082555555555555,2.9434061666666667,8.86675,1.3185,0.8922222222222222,True
(Eu0.5Gd0.5)2(Hf0.3333Ti0.3333Zr0.3333)2O7,"Eu,Gd","Hf,Ti,Zr","{""Gd"": 0.5, ""Eu"": 0.5}","{""Ti"": 0.3333333333333333, ""Hf"": 0.3333333333333333, ""Zr"": 0.3333333333333333}",1.52,1.0595,0.6783333333333333,1.560958230958231,high_entropy,literature_extraction,10.511217569444446,0.08677589173201584,1.0595,0.6783333333333333,1.561916461916462,1.2000000000000002,1.3900000000000003,0.19000000000000014,0.10444172186803002,0.10444172186803002,175.98899999999998,90.35795,244.72012499999997,0.2806191666666667,3.6523436111111107,9.52425,1.3403333333333332,0.8133333333333332,True
(La0.5Pr0.5)2(Hf0.3333Sn0.3333Zr0.3333)2O7,"La,Pr","Hf,Sn,Zr","{""La"": 0.5, ""Pr"": 0.5}","{""Hf"": 0.3333333333333333, ""Zr"": 0.3333333333333333, ""Sn"": 0.3333333333333333}",2.24,1.1805833333333335,0.7066666666666667,1.6453183962264153,high_entropy,literature_extraction,10.832785488505749,0.034053287071400054,1.1805833333333335,0.7066666666666667,1.6706367924528305,1.115,1.5300000000000002,0.4150000000000001,0.18131860484313922,0.18131860484313922,155.752,82.02813333333333,210.0578888888889,0.2762636666666667,3.31361,9.367857142857144,1.7464285714285712,1.02,True
(La0.3333Nd0.3333Pr0.3333)2(Hf0.5Zr0.5)2O7,"La,Nd,Pr","Hf,Zr","{""La"": 0.3333333333333333, ""Pr"": 0.3333333333333333, ""Nd"": 0.3333333333333333}","{""Hf"": 0.5, ""Zr"": 0.5}",2.16,1.1692500000000001,0.7150000000000001,1.6076573426573426,high_entropy,literature_extraction,10.780388821839082,0.029942605630379697,1.1692500000000001,0.7150000000000001,1.6353146853146854,1.1233333333333333,1.3150000000000002,0.1916666666666668,0.15634210335995902,0.15634210335995902,164.35566666666665,90.24043333333333,212.7708888888889,0.26874933333333334,2.9467225000000004,9.958571428571428,1.4942857142857142,0.885,True
(Eu0.3333Gd0.3333Sm0.3333)2(Hf0.5Zr0.5)2O7,"Eu,Gd,Sm","Hf,Zr","{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Eu"": 0.3333333333333333}","{""Hf"": 0.5, ""Zr"": 0.5}",1.97,1.066,0.7150000000000001,1.4904545454545453,high_entropy,literature_extraction,10.614186083333333,0.03093868879081029,1.066,0.7150000000000001,1.4909090909090907,1.1900000000000002,1.3150000000000002,0.12500000000000014,0.054231928314488975,0.054231928314488975,170.42149999999998,87.372325,222.32799999999997,0.28152900000000003,3.215274444444444,9.1,1.16,0.74,True
(Eu0.3333Gd0.3333Sm0.3333)2Ti2O7,"Eu,Gd,Sm",Ti,"{""Sm"": 0.3333333333333333, ""Gd"": 0.3333333333333333, ""Eu"": 0.3333333333333333}","{""Ti"": 1.0}",2.88,1.0659999999999998,0.605,1.76099173553719,high_entropy,literature_extraction,10.265458333333333,0.013061602217793447,1.0659999999999998,0.605,1.76198347107438,1.19,1.54,0.3500000000000001,0.2459104607353051,0.2459104607353051,187.124,96.3292,265.99825,0.27970933333333337,2.53560375,8.767333333333333,1.4305,0.9683333333333334,True
(Sm0.75Yb0.25)2(Ti0.5Zr0.5)2O7,"Sm,Yb","Ti,Zr","{""Sm"": 0.75, ""Yb"": 0.25}","{""Ti"": 0.5, ""Zr"": 0.5}",1.4,1.056125,0.6625,1.5920754716981134,high_entropy,literature_extraction,10.198741666666667,0.01225968236277508,1.056125,0.6625,1.5941509433962264,1.1524999999999999,1.4349999999999998,0.2825000000000001,0.12723494231040378,0.12723494231040378,173.2431976280548,92.10775265821604,220.1,0.27586005909952177,1.87125,8.678999999999998,1.53,0.9200000000000002,True
(Ce0.2Eu0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Ce,Eu,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Ce"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",2.06,1.1565,0.72,1.573125,high_entropy,literature_extraction,10.817534125615762,0.01891341410040664,1.1565,0.72,1.6062500000000002,1.146,1.33,0.18400000000000008,0.13579026728089216,0.13579026728089216,164.0445,90.53245,210.23155555555553,0.268149,2.4161550000000003,10.032857142857145,1.1064285714285715,0.885,True
(Ce0.1429Eu0.1429Gd0.1429La0.1429Nd0.1429Pr0.1429Sm0.1429)2(Hf0.5Zr0.5)2O7,"Ce,Eu,Gd,La,Nd,Pr,Sm","Hf,Zr","{""La"": 0.14285714285714285, ""Pr"": 0.14285714285714285, ""Nd"": 0.14285714285714285, ""Sm"": 0.14285714285714285, ""Gd"": 0.14285714285714285, ""Ce"": 0.14285714285714285, ""Eu"": 0.14285714285714285}","{""Hf"": 0.5, ""Zr"": 0.5}",1.97,1.12125,0.7150000000000001,1.559090909090909,high_entropy,literature_extraction,10.719883993779211,0.1152978059441683,1.12125,0.7150000000000001,1.5681818181818181,1.1514285714285715,1.3150000000000002,0.16357142857142867,0.10887199776981316,0.10887199776981316,166.78199999999998,89.09319000000002,217.54944444444445,0.2738612,3.0540891666666665,9.615142857142859,1.4107142857142858,0.8366666666666667,True
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Ti2O7,"Eu,Gd,La,Nd,Sm",Ti,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Ti"": 1.0}",2.2,1.0956,0.605,1.8109090909090908,high_entropy,literature_extraction,10.374685,0.06316914682228907,1.0956,0.605,1.8109090909090908,1.162,1.5400000000000003,0.37800000000000006,0.28050609829418405,0.28050609829418405,178.137,91.70809999999999,251.6628333333333,0.2799002222222222,3.5450024999999994,8.767333333333333,1.4305,0.9683333333333334,False
(Gd0.3564La0.2871Nd0.3564)2Zr2O7,"Gd,La,Nd",Zr,"{""La"": 0.2871287128712871, ""Nd"": 0.3564356435643564, ""Gd"": 0.3564356435643564}","{""Zr"": 1.0}",2.03,1.1360153465346534,0.7200000000000001,1.622820407040704,high_entropy,literature_extraction,10.72211301980198,0.03143794144027088,1.168430693069307,0.7200000000000001,1.622820407040704,1.14990099009901,1.3300000000000003,0.18009900990099023,0.14750731446639498,0.14750731446639498,167.5262277227723,87.71122871287129,206.3773201320132,0.27783815841584164,2.80183702970297,10.489957567185291,1.1174540311173975,0.8239603960396041,True
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",1.8,0.6239,0.72,1.5506250000000001,high_entropy,literature_extraction,10.73778042025862,0.03195570472551874,1.1385,0.72,1.58125,1.162,1.33,0.1680000000000001,0.11811259775122851,0.11811259775122851,166.75899999999996,87.3323,210.04216666666667,0.2777383333333333,2.603978333333333,10.38857142857143,1.124285714285714,0.8366666666666666,True
(Eu0.2Gd0.2La0.2Nd0.2Sm0.2)2Zr2O7,"Eu,Gd,La,Nd,Sm",Zr,"{""La"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",2.17,1.1385,0.72,1.58125,high_entropy,literature_extraction,10.73778042025862,0.03195570472551874,1.1385,0.72,1.58125,1.162,1.33,0.1680000000000001,0.11811259775122851,0.11811259775122851,166.75899999999996,87.3323,210.04216666666667,0.2777383333333333,2.603978333333333,10.38857142857143,1.124285714285714,0.8366666666666666,True
(Eu0.2Gd0.2Nd0.2Sm0.2Yb0.2)2Zr2O7,"Eu,Gd,Nd,Sm,Yb",Zr,"{""Yb"": 0.2, ""Nd"": 0.2, ""Sm"": 0.2, ""Gd"": 0.2, ""Eu"": 0.2}","{""Zr"": 1.0}",1.8,1.0584,0.72,1.47,high_entropy,literature_extraction,10.699661249999998,0.02494424765083116,1.0584,0.72,1.47,1.162,1.33,0.1680000000000001,0.0394469683442249,0.0394469683442249,172.29399999999998,90.06600000000002,209.658,0.2784585,2.3815733333333333,11.44,1.2266666666666666,0.7166666666666667,True
(Er0.2Gd0.2La0.2Y0.2Yb0.2)2(Ti0.5Zr0.5)2O7,"Er,Gd,La,Y,Yb","Ti,Zr","{""La"": 0.2, ""Gd"": 0.2, ""Y"": 0.2, ""Yb"": 0.2, ""Er"": 0.2}","{""Zr"": 0.5, ""Ti"": 0.5}",1.2,1.0672500000000003,0.6625000000000001,1.6109433962264152,high_entropy,literature_extraction,10.415642918462643,0.1859760390723652,1.0672500000000003,0.6625000000000001,1.6109433962264152,1.1720000000000004,1.4350000000000003,0.2630000000000001,0.1391089995793855,0.1391089995793855,173.51757142857147,90.95548571428573,235.45909523809527,0.2778778095238096,3.233350583333334,11.158464285714286,1.3414761904761905,0.8016666666666667,True
(Ce0.2Eu0.2La0.2Pr0.2Sm0.2)2Hf2O7,"Ce,Eu,La,Pr,Sm",Hf,"{""La"": 0.2, ""Pr"": 0.2, ""Sm"": 0.2, ""Ce"": 0.2, ""Eu"": 0.2}","{""Hf"": 1.0}",1.24,1.1148,0.71,1.5700704225352113,high_entropy,literature_extraction,10.680838333333334,0.031729407008157934,1.1148,0.71,1.5701408450704226,1.144,1.3,0.15600000000000006,0.11025723896727202,0.11025723896727202,164.978,89.6564,227.718,0.26995,5.26227,9.81,2.27,0.8627201691048226,True
