Egap,Egap_type,aflow_prototype_params_list_relax,aflow_prototype_params_values_relax,auid,aurl,compound,spinD,spin_atom,valence_cell_iupac
0,metal,"a,x4","10.3427,0.822015",aflow:be91a11d8887b483,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155770,Cd4O14Os4,"0.032,0.033,0.032,0.032,0.167,0.148,0.189,0.189,0.165,0.184,0.189,0.189,0.148,0.167,0.165,0.184,0.121,0.121,2.288,2.273,2.289,2.304",0.544938,68
0,metal,"a,x4","10.4531,0.817259",aflow:becda3d39931c656,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159798,Hg4O14Os4,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.178,0.183,0.183,0.147,0.163,0.161,0.178,0.165,0.165,2.194,2.167,2.195,2.219",0.530221,76
0,half-metal,"a,x4","10.8216,0.836366",aflow:c1b44328f2767a11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Sn2_ICSD_82958,Nd4O14Sn4,"2.853,3.157,3.008,3,-0.016,-0.015,-0.017,-0.016,-0.015,-0.015,-0.016,-0.017,-0.015,-0.016,-0.015,-0.015,-0.099,-0.099,0.001,0.001,0.001,0.001",0.54545,60
0.553,insulator-indirect,"a,x4","10.2617,0.838063",aflow:c1c40da078a99fb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7Ru2_ICSD_78151,Dy4O14Ru4,"0.05,0.051,0.05,0.05,0.073,0.06,0.07,0.07,0.055,0.068,0.07,0.07,0.06,0.073,0.055,0.068,-0.001,-0.001,1.709,1.698,1.708,1.72",0.363662,76
0,metal,"a,x4","10.3706,0.411218",aflow:c180587aa9cd9240,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Ru2_ICSD_163397,O14Pr4Ru4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,76
0,metal,"a,x4","10.453,0.817262",aflow:c181e1f24c013ca9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159799,Hg4O14Os4,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.178,0.183,0.183,0.147,0.163,0.161,0.178,0.165,0.165,2.194,2.167,2.195,2.219",0.530221,76
3.8147,insulator-direct,"a,x4","10.9545,0.418754",aflow:c142dd8e4c90e6ef,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_150206,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
1.3734,insulator-indirect,"a,x4","10.5329,0.415794",aflow:c3e7986ac115a134,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Pt2_ICSD_402456,Nd4O14Pt4,"2.966,2.967,2.967,2.967,-0.009,-0.009,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.009,-0.009,-0.01,-0.01,-0.039,-0.039,-0.002,-0.002,-0.002,-0.002",0.545454,68
2.2244,insulator-direct,"a,x4","10.6152,0.841625",aflow:c4732fa16eb24522,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_82959,O14Sn4Tb4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,60
0,metal,"a,x4","10.8273,0.887034",aflow:c733c86b1419cb30,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184101,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
2.0848,insulator-indirect,"a,x4","10.5041,0.432608",aflow:c797feae085b5786,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_168999,Cd4Nb4O14,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,half-metal,"a,x4","10.9011,0.432436",aflow:c809fa92b0ea63ea,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2F6Hg2S1_ICSD_27327,Cu4F12Hg4S2,"0.771,0.728,0.714,0.744,0.087,0.091,0.088,0.089,0.084,0.086,0.089,0.088,0.091,0.087,0.084,0.086,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002",0.182047,56
0,half-metal,"a,x4","10.6126,0.427623",aflow:c8ceda96a42c3e88,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2Mo2O7_ICSD_173946,Eu4Mo4O14,"6.591,6.605,6.563,6.593,1.334,1.301,1.365,1.332,-0.068,-0.068,-0.004,-0.005,-0.019,-0.026,-0.017,-0.01,-0.026,-0.019,-0.005,-0.004,-0.017,-0.01",1.45455,64
2.2258,insulator-direct,"a,x4","10.6145,0.841631",aflow:cedf17a4e9dbe94a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159788,O14Sn4Tb4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,60
1.7741,insulator-direct,"a,x4","10.5066,0.405442",aflow:d07be6ef67169729,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tm2_ICSD_82963,O14Sn4Tm4,"0.005,0.006,0.005,0.005,0.006,0.007,0.005,0.005,0.006,0.005,0.006,0.007,0.018,0.018,0,0,0,0,1.979,1.975,1.97,1.975",0.36364,60
3.2916,insulator-indirect,"a,x4","10.24,0.830869",aflow:d0f4b2501a789602,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_160111,O14Ti4Y4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.4283,0.831568",aflow:d1c53dfc3ace44df,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2Ir2O7_ICSD_161103,Bi4Ir4O14,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,80
3.7972,insulator-direct,"a,x4","10.9541,0.418577",aflow:d146f4324e1aee9e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_15165,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0.5591,insulator-indirect,"a,x4","10.2783,0.412604",aflow:d3ff64cbbc976ffe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Y2_ICSD_73799,O14Ru4Y4,"0.054,0.066,0.07,0.07,0.072,0.059,0.07,0.07,0.066,0.054,0.072,0.059,-0.001,-0.001,1.709,1.719,1.709,1.699,0.03,0.03,0.03,0.029",0.36364,72
0,half-metal,"a,x4","10.1445,0.831428",aflow:d308c5f751061c6e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni2O7Sb2_ICSD_247303,Ni4O14Sb4,"1.718,1.91,1.728,1.553,0.048,0.045,0.062,0.062,0.055,0.057,0.062,0.062,0.045,0.048,0.055,0.057,0.136,0.136,-0.004,-0.004,-0.004,-0.005",0.363663,64
3.8088,insulator-direct,"a,x4","10.9546,0.831303",aflow:d7291827efdc2c9c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_51573,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
2.2456,insulator-direct,"a,x4","10.6064,0.408216",aflow:d7d99f26b0f9b5e4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Y2_ICSD_84803,O14Sn4Y4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.8224,0.363123",aflow:d7aa254df71619ca,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184093,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.4531,0.43274",aflow:d9a6d06689742a20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159805,Hg4O14Os4,"0.048,0.048,0.046,0.051,0.147,0.163,0.178,0.161,0.183,0.183,0.161,0.178,0.163,0.147,0.183,0.183,0.165,0.165,2.195,2.194,2.219,2.167",0.53022,76
0,metal,"a,x4","10.0821,0.433128",aflow:d93ab2e8e19420a4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Yb2_ICSD_32689,O14V4Yb4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,60
0,metal,"a,x4","10.474,0.835775",aflow:da96040e29db5027,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2Mo2O7_ICSD_159774,Gd4Mo4O14,"7.011,7.013,7.011,7.01,-0.055,-0.053,-0.056,-0.057,-0.01,-0.011,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.011,-0.01,-0.01,-0.01,-0.041,-0.041",1.26314,64
0,metal,"a,x4","10.4511,0.817522",aflow:dbab413fae29930e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159809,Hg4O14Os4,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.177,0.183,0.183,0.147,0.163,0.161,0.177,0.166,0.166,2.195,2.169,2.197,2.221",0.530416,76
0,half-metal,"a,x4","10.3838,0.426343",aflow:dbe2738efe3601bf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Tl2_ICSD_51158,O14Ru4Tl4,"0.085,0.098,0.101,0.102,0.093,0.104,0.102,0.101,0.098,0.085,0.093,0.104,0.053,0.053,1.631,1.642,1.658,1.645,-0.043,-0.032,-0.023,-0.034",0.36374,72
0,metal,"a,x4","10.8235,0.363195",aflow:dcda1dc86d527c02,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184089,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.6955,0.882008",aflow:dda3fbb14b38a63e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_160164,Nd4O14Zr4,"2.967,2.97,2.963,2.967,-0.025,-0.025,-0.024,-0.022,-0.021,-0.023,-0.022,-0.024,-0.025,-0.025,-0.021,-0.023,-0.017,-0.017,-0.001,-0.001,-0.002,-0.001",0.545099,60
2.2262,insulator-direct,"a,x4","10.615,0.841591",aflow:de4d43bb9330fef3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Sn2Tb2_ICSD_159791,O14Sn4Tb4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,60
0.8073,insulator-indirect,"a,x4","10.1243,0.419498",aflow:de4894bbdb4936cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7V2Y2_ICSD_160865,O14V4Y4,"-0.026,-0.027,-0.025,-0.025,-0.028,-0.029,-0.025,-0.025,-0.027,-0.026,-0.028,-0.029,0,0,1.044,1.039,1.034,1.039,0.004,0.004,0.005,0.004",0.18171,60
0.2582,insulator-direct,"a,x4","10.3841,0.423479",aflow:df93e7346ab277e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2O7Ti2_ICSD_92767,Eu4O14Ti4,"6.241,6.222,6.258,6.24,-0.065,-0.065,-0.067,-0.068,-0.071,-0.07,-0.068,-0.067,-0.065,-0.065,-0.071,-0.07,-0.144,-0.144,0.004,0.003,0.004,0.004",1.09326,56
3.3245,insulator-indirect,"a,x4","10.8214,0.83462",aflow:e09019824e8a6e38,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_261854,Nd4O14Zr4,"2.968,2.969,2.968,2.968,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.009,-0.039,-0.039,-0.002,-0.003,-0.002,-0.002",0.545482,60
0,half-metal,"a,x4","10.397,0.41248",aflow:e02b08383d20cea7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mo2O7Y2_ICSD_202522,Mo4O14Y4,"1.889,1.888,1.882,1.883,0.009,0.009,-0.015,-0.002,-0.019,-0.03,-0.002,-0.015,0.009,0.009,-0.019,-0.03,-0.001,-0.001,0.019,0.02,0.019,0.019",0.363624,64
6.0824,insulator-indirect,"a,x3,x4","12.6213,0.784081,0.730398",aflow:e01d558b3e5926a9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C4K2N4Zn1_ICSD_14368,C8K4N8Zn2,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,80
0,metal,"a,x4","10.8269,0.363031",aflow:e03d7a163ce68bfe,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184095,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0.3341,insulator-indirect_spin-polarized,"a,x4","9.9139,0.42078",aflow:e18a572823737d87,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ge2O7Yb2_ICSD_65618,Ge4O14Yb4,"-0.002,-0.002,-0.002,-0.002,0.087,0.087,0.05,0.05,0.054,0.052,0.05,0.052,0.052,0.054,0.05,0.05,0.05,0.052,0.781,0.811,0.751,0.781",0.181568,56
0.1307,insulator-direct,"a,x4","10.7595,0.414503",aflow:e33bad894597acfd,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2O7Zr2_ICSD_173950,Eu4O14Zr4,"6.283,6.3,6.265,6.283,-0.178,-0.178,-0.07,-0.07,-0.074,-0.072,-0.076,-0.078,-0.072,-0.074,-0.07,-0.07,-0.076,-0.078,0.001,0.002,-0.001,0.001",1.09091,56
0,half-metal,"a,x4","10.8959,0.817522",aflow:e777416a43df0db1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2F6Hg2S1_ICSD_156366,Cu4F12Hg4S2,"0.714,0.728,0.771,0.745,0.086,0.084,0.088,0.089,0.091,0.087,0.089,0.088,0.084,0.086,0.091,0.087,-0.001,-0.001,-0.001,-0.001,-0.002,-0.002",0.182045,56
0.8794,insulator-direct,"a,x4","10.3103,0.834667",aflow:e7d3935cbc89f8e8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pt2Tl2_ICSD_22215,O14Pt4Tl4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,64
0.5178,insulator-indirect,"a,x4","10.5124,0.418159",aflow:e8c446b0bfadce7a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Ru2_ICSD_82304,Nd4O14Ru4,"2.987,2.985,2.988,2.987,0.067,0.067,0.056,0.069,0.064,0.051,0.069,0.056,0.067,0.067,0.064,0.051,-0.04,-0.04,1.69,1.678,1.702,1.69",0.909073,76
3.274,insulator-indirect_spin-polarized,"a,x4","10.3146,0.829216",aflow:e80244ff495280ed,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Ti2_ICSD_150210,Gd4O14Ti4,"7.011,7.01,7.01,7.009,-0.014,-0.014,-0.014,-0.014,-0.014,-0.013,-0.014,-0.014,-0.014,-0.014,-0.014,-0.013,-0.041,-0.041,-0.005,-0.005,-0.005,-0.005",1.27275,56
0.555,insulator-indirect,"a,x4","10.2086,0.839527",aflow:e93e8b4777a3b2a0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Ru2_ICSD_97533,Er4O14Ru4,"0.057,0.058,0.058,0.059,0.068,0.069,0.054,0.066,0.058,0.071,0.066,0.054,0.069,0.068,0.058,0.071,-0.001,-0.001,1.723,1.712,1.712,1.702",0.363641,72
5.8361,insulator-indirect,"a,x3,x4","13.0137,0.222945,0.275014",aflow:ebbc2803b09d67e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C4Hg1K2N4_ICSD_23995,C8Hg2K4N8,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,84
3.3524,insulator-indirect,"a,x4","10.8211,0.834604",aflow:ed2e50cbaff96773,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Nd2O7Zr2_ICSD_153227,Nd4O14Zr4,"2.969,2.969,2.969,2.969,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.041,-0.041,-0.002,-0.002,-0.002,-0.002",0.5454,60
0,metal,"a,x4","10.3437,0.822021",aflow:ef99b96419a9f2da,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155767,Cd4O14Os4,"0.032,0.033,0.032,0.032,0.167,0.148,0.189,0.189,0.165,0.184,0.189,0.189,0.148,0.167,0.165,0.184,0.121,0.121,2.289,2.273,2.289,2.304",0.544935,68
0.2557,insulator-direct,"a,x4","10.3816,0.8267",aflow:ef4b6d3f5efb552a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2O7Ti2_ICSD_188551,Eu4O14Ti4,"6.244,6.262,6.226,6.244,-0.145,-0.145,-0.066,-0.066,-0.068,-0.069,-0.072,-0.071,-0.069,-0.068,-0.066,-0.066,-0.072,-0.071,0.003,0.004,0.003,0.003",1.09191,56
0.5522,insulator-indirect,"a,x4","10.2931,0.412759",aflow:f011c8cd1c22ea67,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Tb2_ICSD_82305,O14Ru4Tb4,"0.056,0.068,0.071,0.071,0.073,0.061,0.071,0.071,0.068,0.056,0.073,0.061,-0.001,-0.001,1.707,1.696,1.707,1.718,0.046,0.045,0.046,0.046",0.363626,76
3.0035,insulator-direct,"a,x4","10.8862,0.83308",aflow:f1736e95989e5fe1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ce2O7Zr2_ICSD_154755,Ce4O14Zr4,"0.975,0.974,0.975,0.975,-0.002,-0.003,-0.003,-0.003,-0.003,-0.002,-0.003,-0.003,-0.003,-0.002,-0.003,-0.002,-0.017,-0.017,-0.001,-0.001,-0.001,-0.001",0.18181,60
0.1483,insulator-direct,"a,x4","10.5508,0.37383",aflow:f1287d45c31c185a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_160158,Gd4O14Zr4,"7.021,7.019,7.021,7.023,-0.024,-0.025,-0.026,-0.026,-0.026,-0.024,-0.026,-0.026,-0.025,-0.024,-0.026,-0.024,-0.01,-0.01,-0.007,-0.007,-0.007,-0.007",1.27275,56
1.097,insulator-indirect,"a,x4","10.4794,0.821185",aflow:f323238dce7c83d4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2O1Zn2_ICSD_27330,F12Hg4O2Zn4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,40
2.8475,insulator-direct,"a,x4","10.6767,0.838635",aflow:f3e28f6e1c8493ab,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Gd2O7Zr2_ICSD_188035,Gd4O14Zr4,"7.008,7.009,7.008,7.008,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.043,-0.043,-0.005,-0.005,-0.005,-0.004",1.27276,56
0,half-metal,"a,x4","10.3491,0.821327",aflow:f52bff077a988da9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca2O7Ru2_ICSD_156409,Ca4O14Ru4,"0.013,0.014,0.013,0.012,0.196,0.167,0.23,0.229,0.192,0.221,0.229,0.23,0.167,0.196,0.192,0.221,0.105,0.105,2.155,2.168,2.155,2.143",0.545259,68
0,half-metal,"a,x4","10.9673,0.406007",aflow:f5968902e36b5a35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Eu2O7Pb2_ICSD_173951,Eu4O14Pb4,"6.471,6.426,6.471,6.518,-0.364,-0.364,-0.106,-0.099,-0.106,-0.106,-0.095,-0.1,-0.106,-0.106,-0.099,-0.106,-0.095,-0.1,0.006,0.003,0.006,0.008",1.0884,56
0,metal,"a,x4","10.3891,0.833532",aflow:f66fc434b1966cc9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Rh2_ICSD_161099,Bi4O14Rh4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,72
3.2934,insulator-indirect,"a,x4","10.2396,0.830824",aflow:f64d5cf500077fc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ti2Y2_ICSD_153820,O14Ti4Y4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
1.0695,insulator-indirect,"a,x4","10.5271,0.417986",aflow:f6634255ee31913a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Pt2_ICSD_202346,Bi4O14Pt4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,72
0,metal,"a,x4","10.8235,0.363188",aflow:f88ef90cc372ccc8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_173795,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.453,0.817262",aflow:f8d2bb6c95a27044,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg2O7Os2_ICSD_159803,Hg4O14Os4,"0.048,0.051,0.048,0.046,0.163,0.147,0.183,0.183,0.161,0.178,0.183,0.183,0.147,0.163,0.161,0.178,0.165,0.165,2.194,2.167,2.195,2.219",0.530222,76
0,metal,"a,x4","10.8265,0.363045",aflow:fb2cf5de7bfeafd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/La2O7Zr2_ICSD_184097,La4O14Zr4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,half-metal,"a,x4","10.4993,0.830175",aflow:fb5e653ad146f5aa,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_163387,Bi4O14Ru4,"0.047,0.04,0.047,0.054,0.065,0.057,0.09,0.09,0.072,0.08,0.09,0.09,0.057,0.065,0.072,0.08,0.018,0.018,1.641,1.629,1.639,1.651",0.363623,80
0,half-metal,"a,x4","11.0239,0.841285",aflow:fc92c7b33204e2af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Pr2Te2_ICSD_92444,O14Pr4Te4,"-0.054,-0.054,-0.012,-0.011,-0.012,-0.012,-0.012,-0.011,-0.012,-0.012,-0.011,-0.012,-0.012,-0.011,1.8,2.005,2.213,2.002,0,0,0,0",0.363282,68
2.0808,insulator-indirect,"a,x4","10.5101,0.817131",aflow:fc5c856b81862ae7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2Nb2O7_ICSD_75603,Cd4Nb4O14,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,half-metal,"a,x4","10.501,0.419939",aflow:fd36a4e03da909e7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Bi2O7Ru2_ICSD_78114,Bi4O14Ru4,"0.054,0.04,0.047,0.047,0.072,0.08,0.057,0.065,0.09,0.09,0.065,0.057,0.08,0.072,0.09,0.09,0.018,0.018,1.651,1.629,1.641,1.639",0.363627,80
0,metal,"a,x4","11.1896,0.424351",aflow:fdb582af48e4bdcf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/F6Hg2Mn2S1_ICSD_27328,F12Hg4Mn4S2,"0.034,0.035,0.035,0.035,0.034,0.034,0.035,0.035,0.035,0.034,0.034,0.034,0.005,0.005,0.005,0.005,4.7,4.699,4.699,4.698,0.007,0.007",0.908771,68
0,half-metal,"a,x4","10.0938,0.826237",aflow:fd865c4494a956af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Tl2_ICSD_83269,Mn4O14Tl4,"3.267,3.278,3.278,3.289,0.09,0.09,-0.141,-0.141,-0.139,-0.139,-0.135,-0.135,-0.139,-0.139,-0.141,-0.141,-0.135,-0.135,0.045,0.045,0.045,0.046",0.545597,68
3.0986,insulator-indirect,"a,x4","10.1688,0.832988",aflow:fe2822c889b909a2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Ti2_ICSD_164022,Er4O14Ti4,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",0,56
0,metal,"a,x4","10.3427,0.822017",aflow:fe6cc4a8c4c4aa80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Os2_ICSD_155768,Cd4O14Os4,"0.032,0.032,0.033,0.032,0.167,0.148,0.165,0.184,0.189,0.189,0.184,0.165,0.148,0.167,0.189,0.189,0.121,0.121,2.288,2.289,2.273,2.304",0.544938,68
1.2928,insulator-indirect_spin-polarized,"a,x4","10.2867,0.410086",aflow:ff2f0f54ae83f57a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Er2O7Tc2_ICSD_109081,Er4O14Tc4,"0.071,0.072,0.071,0.071,0.05,0.062,0.057,0.07,0.071,0.07,0.07,0.057,0.062,0.05,0.071,0.07,0.002,0.002,2.59,2.591,2.591,2.591",0.545477,68
0,metal,"a,x4","10.2521,0.419675",aflow:fff14b2a55a9b707,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/O7Ru2Yb2_ICSD_82306,O14Ru4Yb4,"0.134,0.148,0.136,0.123,0.148,0.149,0.123,0.136,0.148,0.134,0.148,0.149,-0.074,-0.074,1.921,1.921,1.894,1.96,-0.42,-0.42,-0.5,-0.338",0.357385,72
